Index 	On or around	Voluntary Dismissal	Litigation Name	Ticker	Filing Date	Docket	Class Start Date	Class End Date	SIC Code	Sector	Industry	Headquarter	Jurisdiction	Circuit	Court	Judge	Exchange	Market Status	Case Status	Settlement Amount
104108			Canadian Imperial Bank of Commerce (CIBC)	CM	09/19/2008	08-CV-08143	05/31/2007	05/28/2008	6029	Financial	Money Center Banks	Canada	Canada	2nd	S.D. New York	"Hon. William H. Pauley, III"	New York SE	Public (Listed)	CASE DISMISSED	0
104109			"Carter's, Inc."	CRI	09/19/2008	08-CV-2940	02/21/2006	07/24/2007	2300	Services	Retail (Apparel)	United States	United States	11th	N.D. Georgia	Hon. J. Owen Forrester	New York SE	Public (Listed)	CASE SETTLED	23300000
104110			Oshkosh Corporation	OSK	09/19/2008	08-CV-00797	11/01/2007	06/25/2008	3711	Consumer Cyclical	Auto & Truck Manufacturers	United States	United States	7th	E.D. Wisconsin	"Hon. Charles N. Clevert, Jr."	New York SE	Public (Listed)	CASE DISMISSED	0
104113			"Constellation Energy Group, Inc."	CEG	09/22/2008	08-CV-08185	01/30/2008	09/16/2008	4911	Utilities	Electric Utilities	United States	United States	2nd	S.D. New York	"Hon. William H. Pauley, III"	New York SE	Public (Listed)	CASE SETTLED	4000000
104118			"Federal Home Loan Mortgage Corporation (Freddie Mac) :Underwriters Of 8.375% Non-Cumulative Perpetual Preferred Stock, Series Z "	FRE-Z	09/23/2008	08-CV-8181	11/29/2007	07/30/2008	6111	Financial	Consumer Financial Services	United States	United States	2nd	S.D. New York	Hon. Unassigned	New York SE	Public (Listed)	CASE DISMISSED	0
104114			The Spectranetics Corporation	SPNC	09/23/2008	08-CV-02048	04/19/2007	09/04/2008	3845	Healthcare	Medical Equipment & Supplies	United States	United States	10th	D. Colorado	Hon. Richard P. Matsch	NASDAQ	Public (Listed)	CASE SETTLED	8500000
104121			"H&R Block, Inc. : Auction Rate Securities"	HRB	09/24/2008	08-CV-00667	08/26/2003	02/13/2008	7200	Services	Personal Services	United States	United States	7th	S.D. Illinois	Hon. Michael J. Reagan	New York SE	Public (Listed)	CASE DISMISSED	0
104616			National City Corporation	NCC	09/26/2008	08-CV-81078	09/18/2006	09/26/2008	6021	Financial	Money Center Banks	United States	United States	11th	S.D. Florida	Hon. Daniel T. K. Hurley	New York SE	Public (Listed)	CASE SETTLED	11000000
104124			Cano Petroleum Inc.	CFW	10/02/2008	08-CV-08462	06/26/2008	10/01/2008	1311	Energy	Oil & Gas Operations	United States	United States	2nd	S.D. New York	Hon. Paul G. Gardephe	American SE	Public (Listed)	CASE DISMISSED	0
104119			General Electric Company	GE	10/03/2008	08-CV-8484	09/25/2008	10/01/2008	3600	Conglomerates	Conglomerates	United States	United States	2nd	S.D. New York	Hon. Richard J. Sullivan	New York SE	Public (Listed)	CASE DISMISSED	0
104120			Medicis Pharmaceutical Corporation	MRX	10/03/2008	08-CV-01821	10/30/2003	09/24/2008	2834	Healthcare	Biotechnology & Drugs	United States	United States	9th	D. Arizona	Hon. Michelle H Burns	New York SE	Public (Listed)	CASE SETTLED	18000000
104126			"Integrity Bancshares, Inc."	ITYC	10/07/2008	08-CV-03142	05/15/2006	07/31/2007	6021	Financial	Consumer Financial Services	United States	United States	11th	N.D. Georgia	Hon. J. Owen Forrester	NASDAQ	Public (Listed)	CASE DISMISSED	0
104123			Biovail Corporation	BVF	10/08/2008	08-CV-08592	12/14/2006	07/19/2007	2834	Healthcare	Biotechnology & Drugs	Canada	Canada	2nd	S.D. New York	Hon. Colleen McMahon	New York SE	Public (Listed)	CASE DISMISSED	0
104122			"AuthenTec, Inc."	AUTH	10/09/2008	08-CV-01741	04/28/2008	09/05/2008	3674	Technology	Semiconductors	United States	United States	11th	M.D. Florida	Hon. John Antoon II	NASDAQ	Public (Listed)	CASE DISMISSED	0
104129			Elan Corporation PLC	ELN	10/14/2008	08-CV-08761	06/17/2008	07/29/2008	2834	Healthcare	Biotechnology & Drugs	Ireland	Ireland	2nd	S.D. New York	Hon. Alvin K. Hellerstein	New York SE	Public (Listed)	CASE DISMISSED	0
104131			"Residential Accredit Loans, lnc. : RALl Mortgage Asset-Backed Pass-Through Certificates"		10/14/2008	08-CV-08781	01/26/2006	09/22/2008	6162	Financial	Consumer Financial Services	United States	United States	2nd	S.D. New York	Hon. Harold Baer	Privately Traded	Privately Held	CASE SETTLED	335000000
104132			Fortis	FORSY	10/22/2008	08-CV-9060	01/28/2008	10/06/2008		Financial	Insurance (Miscellaneous)	Belgium	Belgium	2nd	S.D. New York	Hon. Denny Chin	OTC-BB	Public (Listed)	CASE DISMISSED	0
104135			"Merrill Lynch & Co., Inc."		10/22/2008	08-CV-09063	11/01/2006	10/22/2008	6211	Financial	Investment Services	United States	United States	2nd	S.D. New York	Hon. Jed S. Rakoff	New York SE	Public (Listed)	CASE SETTLED	150000000
104136			"Noah Education Holdings, Ltd."	NED	10/27/2008	08-CV-9203	10/19/2007	11/19/2007	7372	Services	Schools	China	China	2nd	S.D. New York	Hon. Richard J. Sullivan	New York SE	Public (Listed)	CASE SETTLED	1750000
104150			"Thornburg Mortgage, Inc. : Series C, D, E or F Preferred Stock"	TMA	10/27/2008	08-CV-01005	07/23/2008	10/01/2008	6798	Financial	Consumer Financial Services	United States	United States	10th	D. New Mexico	Hon. William P. Johnson	New York SE	Public (Listed)	CASE DISMISSED	0
104138			"Cadence Design Systems, Inc."	CDNS	10/29/2008	08-CV-04966	04/23/2008	10/22/2008	7372	Technology	Software & Programming	United States	United States	9th	N.D. California	Hon. Samuel Conti	NASDAQ	Public (Listed)	CASE SETTLED	38000000
104141			Hardinge Inc.	HDNG	10/29/2008	08-CV-06490	02/22/2007	02/21/2008	3541	Capital Goods	Misc. Capital Goods	United States	United States	2nd	W.D. New York	Hon. Michael A. Telesca	NASDAQ	Public (Listed)	CASE DISMISSED	0
104137			Pilgrim's Pride Corporation	PPC	10/29/2008	08-CV-00419	05/05/2008	09/24/2008	2015	Consumer Non-Cyclical	Food Processing	United States	United States	5th	E.D. Texas	Hon. T. John Ward	New York SE	Public (Listed)	CASE SETTLED	1500000
104139			"General Growth Properties, Inc."	GGP	10/31/2008	08-CV-06258	04/30/2008	10/26/2008	6798	Services	Real Estate Operations	United States	United States	7th	N.D. Illinois	Hon. Milton I. Shadur	New York SE	Public (Listed)	CASE SETTLED	15500000
104186			Citigroup Inc. : Bonds and Preferred Stock		11/05/2008	08-CV-09522	03/02/2006	11/05/2008	6021	Financial	Money Center Banks	United States	United States	2nd	S.D. New York	Hon. Sidney H. Stein	Undetermined	Unknown	CASE SETTLED	730000000
104145			Sadia S.A.	SDA	11/05/2008	08-CV-09528	04/30/2008	09/26/2008	200	Consumer Non-Cyclical	Fish/Livestock	Brazil	Brazil	2nd	S.D. New York	Hon. Shira A. Scheindlin	New York SE	Public (Listed)	CASE SETTLED	27000000
104143			Britannia Bulk Holdings Inc.	BBLKF	11/06/2008	08-CV-09554 	06/17/2008	10/28/2008	4412	Transportation	Water Transportation	United Kingdom	United Kingdom	2nd	S.D. New York	Hon. Denise L. Cote	New York SE	Public (Listed)	CASE DISMISSED	0
104146			Daktronics Inc.	DAKT	11/07/2008	08-CV-04176	11/15/2006	04/05/2007	3990	Services	Advertising	United States	United States	8th	D. South Dakota	Hon. Lawrence L. Piersol	NASDAQ	Public (Listed)	CASE DISMISSED	0
104149			"Anadigics, Inc."	ANAD	11/11/2008	08-CV-05572	07/25/2007	02/12/2008	3674	Technology	Semiconductors	United States	United States	3rd	D. New Jersey	Hon. Mary L. Cooper	NASDAQ	Public (Listed)	CASE DISMISSED	0
104153			Internap Network Services Corporation	INAP	11/12/2008	08-CV-03462	03/28/2007	03/18/2008	7370	Technology	Software & Programming	United States	United States	11th	N.D. Georgia	Hon. Owen Forrester	NASDAQ	Public (Listed)	CASE SETTLED	9500000
104154			Waters Corporation	WAT	11/12/2008	08-CV-11889	01/24/2007	01/22/2008	3826	Technology	Scientific & Technical Instr.	United States	United States	1st	D. Massachusetts	Hon. Joseph L. Tauro	New York SE	Public (Listed)	CASE DISMISSED	0
104160			Taleo Corporation	TLEO	11/14/2008	08-CV-05182	10/04/2005	11/10/2008	7372	Technology	Software & Programming	United States	United States	9th	N.D. California	Hon. Samuel Conti	NASDAQ	Public (Listed)	CASE DISMISSED	0
104165			McDermott International Inc.	MDR	11/17/2008	08-CV-09943	02/27/2008	11/05/2008	3443	Energy	Oil Well Services & Equipment	United States	Panama	2nd	S.D. New York	Hon. Denny Chin	New York SE	Public (Listed)	CASE DISMISSED	0
104166			"PharmaNet Development Group, Inc."	PDGI	11/20/2008	08-CV-05723	11/01/2007	04/30/2008	8731	Healthcare	Biotechnology & Drugs	United States	United States	3rd	D. New Jersey	Hon. Freda L. Wolfson	NASDAQ	Public (Listed)	CASE DISMISSED	0
104209			"VMware, Inc."	VMW	11/24/2008	08-CV-07726	04/22/2008	07/22/2008	7372	Technology	Software & Programming	United States	United States	9th	C.D. California	"Hon. Otis D. Wright, II"	New York SE	Public (Listed)	CASE DISMISSED	0
104174			Reserve Short-Term Investment Trust : Reserve Yield Plus Fund	RYPYX	11/25/2008	08-CV-10261	07/27/2007	09/16/2008		Financial	Other (Mutual Fund)	United States	United States	2nd	S.D. New York	Hon. P. Kevin Castel	Open-end Fund	Open-end Fund	CASE ONGOING	0
104168			"Savient Pharmaceuticals, Inc."	SVNT	11/25/2008	08-CV-10262	12/13/2007	10/24/2008	2833	Healthcare	Biotechnology & Drugs	United States	United States	2nd	S.D. New York	Hon. George B. Daniels	NASDAQ	Public (Listed)	CASE DISMISSED	0
104169			Aracruz Cellulose S.A.	ARA	11/26/2008	08-CV-23317	04/07/2008	10/02/2008	8880	Basic Materials	Paper & Paper Products	Brazil	Brazil	11th	S.D. Florida	Hon. Joan A. Lenard	New York SE	Public (Listed)	CASE SETTLED	37500000
104170			National City Corporation	NCC	11/26/2008	08-CV-02794	11/24/2008	11/26/2008	6021	Financial	Regional Banks	United States	United States	6th	N.D. Ohio	Hon. Donald C. Nugent	New York SE	Public (Listed)	CASE DISMISSED	0
104167			SouthWest Water Company	SWWC	11/26/2008	08-CV-07844	03/16/2006	11/09/2008	4941	Utilities	Water Utilities	United States	United States	9th	C.D. California	Hon. Jacqueline H. Nguyen	NASDAQ	Public (Listed)	CASE DISMISSED	0
104182			"SpaceDev, Inc."	SPDV	11/26/2008	08-CV-02199	11/21/2008	11/26/2008	3760	Capital Goods	Aerospace & Defense	United States	United States	9th	S.D. California	Hon. Cathy Ann Bencivengo	OTC-BB	Public (Listed)	CASE DISMISSED	0
104171			KV Pharmaceutical Company	KVA	12/02/2008	08-CV-01859	02/15/2008	11/12/2008	2834	Healthcare	Biotechnology & Drugs	United States	United States	8th	E.D. Missouri	Hon. Carol E. Jackson	New York SE	Public (Listed)	CASE SETTLED	12800000
104172			"JA Solar Holdings Co., Ltd."	JASO	12/03/2008	08-CV-10475	08/12/2008	11/12/2008	3674	Technology	Semiconductors	China	China	2nd	S.D. New York	Hon. John G. Koeltl	NASDAQ	Public (Listed)	CASE SETTLED	4500000
104173			Federal Agricultural Mortgage Corporation (Farmer Mac)	AGM	12/05/2008	08-CV-02099	03/15/2007	09/12/2008	6111	Financial	Consumer Financial Services	United States	United States	D.C.	D. District Columbia	Hon. Henry H. Kennedy	New York SE	Public (Listed)	CASE DISMISSED	0
104176			"Constellation Energy Group, Inc."	CEG	12/08/2008	08-CV-03303	11/25/2008	12/08/2008	4911	Utilities	Electric Utilities	United States	United States	4th	D. Maryland	Hon. Andre M. Davis	New York SE	Public (Listed)	CASE DISMISSED	0
104175			Crystallex International Corporation	KRY	12/08/2008	08-CV-10631	07/28/2005	04/30/2008	1040	Basic Materials	Gold & Silver	Canada	Canada	2nd	S.D. New York	Hon. Sidney H. Stein	American SE	Public (Listed)	CASE DISMISSED	0
104189			"Residential Asset Securitization Trust 2006-A8 : Senior Mortgage Pass-Through Certificates, Series 2006-H"		12/08/2008	08-CV-10637	06/28/2006	12/08/2008	6159	Financial	Consumer Financial Services	United States	United States	2nd	S.D. New York	Hon. Lewis A. Kaplan	Privately Traded	Privately Held	CASE SETTLED	10900000
104177			"Medtronic, Inc."	MDT	12/10/2008	08-CV-06324	11/19/2007	11/17/2008	3845	Healthcare	Medical Equipment & Supplies	United States	United States	8th	D. Minnesota	Hon. Paul A. Magnuson	New York SE	Public (Listed)	CASE SETTLED	85000000
104184			GS Mortgage Securities Corporation : Mortgage Pass-Through Certificates or Asset-Backed Certificates		12/11/2008	08-CV-10783	01/31/2007	12/11/2008	6189	Financial	Investment Services	United States	United States	2nd	S.D. New York	Hon. Miriam Goldman Cedarbaum			CASE ONGOING	0
104181			"AtriCure, Inc."	ATRC	12/12/2008	08-CV-00867	05/10/2007	10/31/2008	3841	Healthcare	Medical Equipment & Supplies	United States	United States	6th	S.D. Ohio	Hon. Michael R. Barrett	NASDAQ	Public (Listed)	CASE SETTLED	2750000
104185			"Bernard L. Madoff Investment Securities, LLC"		12/12/2008	08-CV-5026	01/01/1960	12/12/2008		Financial	Investment Services	United States	United States	2nd	E.D. New York	Hon. Arthur D. Spatt	Privately Traded	Privately Held	CASE DISMISSED	0
104183			CBS Corporation	CBS	12/12/2008	08-CV-10816	02/26/2008	10/10/2008	4833	Services	Broadcasting & Cable TV	United States	United States	2nd	S.D. New York	Hon. Leonard B. Sand	New York SE	Public (Listed)	CASE DISMISSED	0
104179			"China Organic Agriculture, Inc."	CNOA	12/12/2008	08-CV-10810	07/12/2007	08/14/2008	1731	Consumer Non-Cyclical	Food Processing	China	China	2nd	S.D. New York	Hon. Paul A. Crotty	OTC-BB	Public (Listed)	CASE SETTLED	600000
104188			Credit-Based Asset Servicing and Securitization LLC : C-BASS 2007-CB4 Trust Certificates		12/12/2008	08-CV-10841	04/26/2007	12/12/2008		Financial	Consumer Financial Services	United States	United States	2nd	S.D. New York	Hon. Barbara S. Jones	Privately Traded	Privately Held	CASE SETTLED	315000000
104180			"GSI Group, Inc."	GSIG	12/12/2008	08-CV-12065	04/30/2008	12/03/2008	3690	Technology	Semiconductors	United States	United States	1st	D. Massachusetts	"Hon. George A. OToole, Jr"	NASDAQ	Public (Listed)	CASE SETTLED	3250000
104187			American Capital Ltd.	ACAS	12/15/2008	08-CV-03372	10/30/2007	11/07/2008		Financial	Misc. Financial Services	United States	United States	4th	D. Maryland	Hon. Roger W Titus	NASDAQ	Public (Listed)	CASE SETTLED	18000000
104202			Bernard L. Madoff Investment Securities		12/15/2008	08-CV-08260		12/12/2008		Financial	Investment Services	United States	United States	9th	C.D. California	Hon. Stephen V. Wilson	Privately Traded	Privately Held	CASE DISMISSED	0
104194			"Integral Systems, Inc."	ISYS	12/15/2008	08-CV-03387	04/28/2008	12/10/2008	7373	Technology	Software & Programming	United States	United States	4th	D. Maryland	Hon. Roger W Titus	NASDAQ	Public (Listed)	CASE DISMISSED	0
104193			"Ascot Partners, L.P. and Gabriel Capital, L.P."		12/16/2008	08-CV-10922	12/16/2002	12/16/2008		Financial	Investment Services	United States	United States	2nd	S.D. New York	Hon. Deborah A. Batts	Privately Traded	Privately Held	CASE DISMISSED	0
104208			"Tremont Group Holdings, Inc."		12/22/2008	08-CV-11141	01/01/2003	12/22/2008		Financial	Investment Services	United States	United States	2nd	S.D. New York	Hon. Thomas P. Griesa	Privately Traded	Privately Held	CASE SETTLED	100000000
104199			Emcore Corporation	EMKR	12/23/2008	08-CV-01190	06/12/2007	03/17/2008	3674	Technology	Semiconductors	United States	United States	10th	D. New Mexico	Hon. Martha Vazquez	NASDAQ	Public (Listed)	CASE DISMISSED	0
104196			Family Management Corporation		12/23/2008	08-CV-11215	04/08/2008	12/23/2008		Financial	Investment Services	United States	United States	2nd	S.D. New York	Hon. Leonard B. Sand	Privately Traded	Privately Held	CASE DISMISSED	0
104192			National City Corporation : 4.0% Convertible Senior Notes Offering		12/23/2008	08-CV-02992	01/23/2008	09/30/2008	6021	Financial	Money Center Banks	United States	United States	6th	N.D. Ohio	Hon. Lesley Wells	Undetermined	Unknown	CASE SETTLED	22500000
104201			"Ambac Financial Group, Inc."		12/24/2008	08-CV-11241	08/02/2007	04/22/2008	6351	Financial	Misc. Financial Services	United States	United States	2nd	S.D. New York	Hon. Colleen McMahon			CASE SETTLED	33000000
104204			"A Creative Capital Concept, LLC and Creative Capital Consortium, LLC"		12/26/2008	08-CV-81560	01/01/2007	12/26/2008		Financial	Investment Services	United States	United States	11th	S.D. Florida	Hon. Kenneth L. Ryskamp	Privately Traded	Privately Held	CASE DISMISSED	0
104200			Australia and New Zealand Banking Group Limited	ANZBY	12/29/2008	08-CV-11278	03/02/2007	07/27/2008	6029	Financial	Money Center Banks	Australia	Australia	2nd	S.D. New York	Hon. Shirley Wohl Kram	Pink Sheets	Public (Listed)	CASE DISMISSED	0
104195			"Horizon Lines, Inc."	HRZ	12/30/2008	08-CV-00969	03/02/2007	04/25/2008	4400	Transportation	Water Transportation	United States	United States	3rd	D. Delaware	"Hon. Harvey Bartle, III"	New York SE	Public (Listed)	CASE DISMISSED	0
104313			Morgan Stanley Capital I Inc. : Mortgage Pass-Through Certificates	MS	12/31/2008	08-CV-01469	03/14/2006	12/02/2008	6189	Financial	Investment Services	United States	United States	9th	C.D. California	Hon. Mariana R. Pfaelzer	New York SE	Public (Listed)	CASE SETTLED	95000000
104206			"PFF Bancorp, Inc."	PFFBQ	01/05/2009	09-CV-00012	10/23/2006	11/21/2008	6035	Financial	S&Ls/Savings Banks	United States	United States	9th	C.D. California	Hon. Andrew J. Guilford	NASDAQ	Public (Listed)	CASE SETTLED	8250000
104215			Fairfield Greenwich Group		01/07/2009	09-CV-00118	08/14/2006	12/11/2008		Financial	Investment Services	United States	United States	2nd	S.D. New York	Hon. Victor Marrero	Privately Traded	Privately Held	CASE DISMISSED	85250000
104205			Satyam Computer Services Ltd.	SAY	01/07/2009	09-CV-00093	01/06/2004	01/06/2009	7371	Services	Business Services	India	India	2nd	S.D. New York	Hon. Barbara S. Jones	New York SE	Public (Listed)	CASE SETTLED	150500000
104211			"Bernard L. Madoff Investment Securities : Herald USA Fund, Herald Luxemburg Fund, Primeo Select Funds and the Thema International Fund"		01/12/2009	09-CV-00289	01/12/2004	01/12/2009		Financial	Investment Services	United States	United States	2nd	S.D. New York	Hon.Richard M. Berman	Privately Traded	Privately Held	CASE SETTLED	0
104210			The Royal Bank of Scotland Group PLC	RBS	01/12/2009	09-CV-00300	06/22/2007	11/28/2008	6029	Financial	Money Center Banks	Scotland	United Kingdom	2nd	S.D. New York	Hon. Loretta A. Preska	New York SE	Public (Listed)	CASE DISMISSED	0
104213			Washington Mutual Bank: WaMu Mortgage Pass-Through Certificates Series 2006-AR1 Trust		01/12/2009	09-CV-0037	12/30/2005	11/01/2007	6189	Financial	Investment Services	United States	United States	9th	W.D. Washington	Hon. Marsha J. Pechman	OTC-BB	Public (Listed)	CASE SETTLED	26000000
104429			Metaldyne Corporation	MSX	01/14/2009	09-CV-10164	11/28/2000	02/28/2007	3714	Consumer Cyclical	Auto & Truck Parts	United States	United States	6th	E.D. Michigan	Hon. John Corbett O'Meara	New York SE	Public (Listed)	CASE DISMISSED	0
104212			Rackable Systems Incorporated	RACK	01/16/2009	09-CV-00222	10/30/2006	04/04/2007	3571	Technology	Computer Hardware	United States	United States	9th	N.D. California	Hon.Claudia Wilken	NASDAQ	Public (Listed)	CASE DISMISSED	0
104217			Bank of America Corporation : Merger with Merrill Lynch	BAC	01/21/2009	09-CV-00580	10/10/2008	01/17/2009	6021	Financial	Money Center Banks	United States	United States	2nd	S.D. New York	Hon. Denny Chin	New York SE	Public (Listed)	CASE SETTLED	2425000000
